export,r_source_file,r_args,python_signature,implemented,python_test_reference,r_test_reference,rd_reference,vignette_reference
prepare_gazepoint_aoi_biometrics_model_data,aoi-biometrics.R,"x, outcome_col = ""mean_value"", predictor_cols = c(""aoi_label"", ""signal""), factor_cols = c(""aoi_label"", ""signal""), numeric_cols = NULL, group_cols = NULL, drop_missing_outcome = TRUE, min_rows = NULL, standardise_outcome = FALSE, standardise_within = c(""signal"", ""all"")","(x, outcome_col='mean_value', predictor_cols=('aoi_label', 'signal'), factor_cols=('aoi_label', 'signal'), numeric_cols=None, group_cols=None, drop_missing_outcome=True, min_rows=None, standardise_outcome=False, standardise_within='signal')",True,True,True,True,True
prepare_gazepoint_artifact_svm_features,artifact-svm-bridge.R,"dat, eda_col = ""GSR_US"", time_col = NULL, group_cols = NULL, segment_seconds = 5, samples_per_segment = NULL, sampling_rate = NULL","(dat, eda_col='GSR_US', time_col=None, group_cols=None, segment_seconds=5, samples_per_segment=None, sampling_rate=None)",True,True,True,True,False
prepare_gazepoint_bids_eye,roadmap-final-gaps.R,"data, ..., execute = TRUE","(data, execute=True, **kwargs)",True,True,True,True,True
prepare_gazepoint_bids_physio,roadmap-final-gaps.R,"data, ..., execute = TRUE","(data, execute=True, **kwargs)",True,True,True,True,True
prepare_gazepoint_biometrics_lme_data,biometrics-lme-data.R,"data, outcome_col, fixed_effect_cols = NULL, condition_cols = NULL, covariate_cols = NULL, random_effect_cols = NULL, participant_col = NULL, stimulus_col = NULL, trial_col = NULL, window_col = NULL, baseline_col = NULL, baseline_correct = FALSE, factor_cols = NULL, continuous_cols = NULL, scale_continuous = FALSE, include_window = TRUE, drop_missing = TRUE, min_rows = 10","(data, outcome_col, fixed_effect_cols=None, condition_cols=None, covariate_cols=None, random_effect_cols=None, participant_col=None, stimulus_col=None, trial_col=None, window_col=None, baseline_col=None, baseline_correct=False, factor_cols=None, continuous_cols=None, scale_continuous=False, include_window=True, drop_missing=True, min_rows=10)",True,True,True,True,True
prepare_gazepoint_biosppy_input,biosppy-input.R,"data, signal_type = c(""auto"", ""eda"", ""ppg""), signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, missing = c(""error"", ""interpolate"", ""segments""), irregular = c(""error"", ""allow""), sampling_tolerance = 0.05, min_segment_samples = 3L, signal_units = NULL, output_dir = NULL, prefix = ""gazepoint_biosppy"", write_manifest = TRUE, overwrite = FALSE","(data, signal_type='auto', signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, missing='error', irregular='error', sampling_tolerance=0.05, min_segment_samples=3, signal_units=None, output_dir=None, prefix='gazepoint_biosppy', write_manifest=True, overwrite=False)",True,True,True,True,False
prepare_gazepoint_ctsi_input,ctsi-bridge.R,"dat, eda_col = ""GSR_US"", time_col = ""CNT"", group_cols = NULL, event_onset_col = NULL, event_name_col = NULL, sampling_rate = NULL, tau0_range = c(2, 4), tau1_range = c(0.5, 1), sparsity_grid = c(0.001, 0.01, 0.1, 1), output_dir = NULL, prefix = ""gazepoint_ctsi""","(dat, eda_col='GSR_US', time_col='CNT', group_cols=None, event_onset_col=None, event_name_col=None, sampling_rate=None, tau0_range=(2, 4), tau1_range=(0.5, 1), sparsity_grid=(0.001, 0.01, 0.1, 1), output_dir=None, prefix='gazepoint_ctsi')",True,True,True,True,False
prepare_gazepoint_cvxeda_input,external-eda-method-bridges.R,"data, eda_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate = NULL, time_unit = c(""auto"", ""ms"", ""seconds"", ""samples""), convert_resistance_to_us = FALSE, min_finite_prop = 0.50, output_dir = NULL, prefix = ""gazepoint_cvxeda""","(data, **kwargs)",True,True,True,True,True
prepare_gazepoint_eyetrackingr_input,eyetrackingr-input.R,"data, participant_col = NULL, trial_col = NULL, time_col = NULL, time_unit = c( ""auto"", ""seconds"", ""milliseconds"", ""samples"" ), sampling_rate_hz = NULL, rezero_time = FALSE, trackloss_col = NULL, validity_col = NULL, valid_values = NULL, x_col = NULL, y_col = NULL, aoi_col = NULL, aoi_cols = NULL, aoi_levels = NULL, outside_aoi_values = c( """", ""none"", ""no_aoi"", ""outside"", ""outside_aoi"", ""non_aoi"", ""background"" ), allow_aoi_overlap = FALSE, item_cols = NULL, predictor_cols = NULL, treat_non_aoi_looks_as_missing = TRUE, sampling_tolerance = 0.05, irregular = c(""error"", ""allow""), create_object = FALSE","(data, participant_col=None, trial_col=None, time_col=None, time_unit='auto', sampling_rate_hz=None, rezero_time=False, trackloss_col=None, validity_col=None, valid_values=None, x_col=None, y_col=None, aoi_col=None, aoi_cols=None, aoi_levels=None, outside_aoi_values=('', 'none', 'no_aoi', 'outside', 'outside_aoi', 'non_aoi', 'background'), allow_aoi_overlap=False, item_cols=None, predictor_cols=None, treat_non_aoi_looks_as_missing=True, sampling_tolerance=0.05, irregular='error', create_object=False)",True,True,True,True,True
prepare_gazepoint_gazer_input,gazer-input.R,"data, participant_col = NULL, trial_col = NULL, time_col = NULL, time_unit = c( ""auto"", ""seconds"", ""milliseconds"", ""samples"" ), sampling_rate_hz = NULL, rezero_time = FALSE, x_col = NULL, y_col = NULL, x_left_col = NULL, y_left_col = NULL, x_right_col = NULL, y_right_col = NULL, pupil_col = NULL, pupil_left_col = NULL, pupil_right_col = NULL, validity_col = NULL, validity_left_col = NULL, validity_right_col = NULL, valid_values = NULL, blink_col = NULL, blink_left_col = NULL, blink_right_col = NULL, invalid_coordinate_values = NULL, invalid_pupil_values = NULL, mask_invalid = FALSE, other_cols = NULL, sampling_tolerance = 0.05, irregular = c(""error"", ""allow""), create_object = FALSE","(data, participant_col=None, trial_col=None, time_col=None, time_unit='auto', sampling_rate_hz=None, rezero_time=False, x_col=None, y_col=None, x_left_col=None, y_left_col=None, x_right_col=None, y_right_col=None, pupil_col=None, pupil_left_col=None, pupil_right_col=None, validity_col=None, validity_left_col=None, validity_right_col=None, valid_values=None, blink_col=None, blink_left_col=None, blink_right_col=None, invalid_coordinate_values=None, invalid_pupil_values=None, mask_invalid=False, other_cols=None, sampling_tolerance=0.05, irregular='error', create_object=False)",True,True,True,True,True
prepare_gazepoint_heartpy_input,heartpy-bridge.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, output_dir = NULL, prefix = ""gazepoint_heartpy""","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, output_dir=None, prefix='gazepoint_heartpy')",True,True,True,True,True
prepare_gazepoint_ledalab_input,external-eda-method-bridges.R,"data, eda_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate = NULL, time_unit = c(""auto"", ""ms"", ""seconds"", ""samples""), convert_resistance_to_us = FALSE, min_finite_prop = 0.50, output_dir = NULL, prefix = ""gazepoint_ledalab""","(data, **kwargs)",True,True,True,True,True
prepare_gazepoint_mixed_model_data,roadmap-compatibility-aliases.R,"data, outcome_cols = NULL, participant_col = NULL, trial_col = NULL, condition_cols = NULL, factor_cols = NULL, numeric_cols = NULL, center_numeric = TRUE, scale_numeric = FALSE, drop_missing_outcomes = TRUE, ...","(data, outcome_cols=None, participant_col=None, trial_col=None, condition_cols=None, factor_cols=None, numeric_cols=None, center_numeric=True, scale_numeric=False, drop_missing_outcomes=True, **kwargs)",True,True,True,True,False
prepare_gazepoint_mne_events,mne-eeg-lsl-interoperability.R,"events, event_time_col = NULL, event_label_col = NULL, event_code_col = NULL, marker_cols = NULL, participant_col = NULL, trial_col = NULL, time_unit = c( ""auto"", ""seconds"", ""milliseconds"", ""samples"" ), sampling_rate_hz, recording_start_s = 0, first_samp = 0L, event_id = NULL, previous_value = 0L, marker_onset = c(""change"", ""nonzero""), duplicate = c(""error"", ""allow""), export_csv = NULL","(events, event_time_col=None, event_label_col=None, event_code_col=None, marker_cols=None, participant_col=None, trial_col=None, time_unit='auto', sampling_rate_hz=None, recording_start_s=0, first_samp=0, event_id=None, previous_value=0, marker_onset='change', duplicate='error', export_csv=None)",True,True,True,True,True
prepare_gazepoint_mne_input,mne-eeg-lsl-interoperability.R,"data, channel_cols = NULL, channel_names = NULL, channel_types = NULL, time_col = NULL, time_unit = c( ""auto"", ""seconds"", ""milliseconds"", ""samples"" ), sampling_rate_hz = NULL, first_samp = 0L, scale_factors = NULL, missing = c(""error"", ""allow""), irregular = c(""error"", ""allow""), sampling_tolerance = 0.05","(data, channel_cols=None, channel_names=None, channel_types=None, time_col=None, time_unit='auto', sampling_rate_hz=None, first_samp=0, scale_factors=None, missing='error', irregular='error', sampling_tolerance=0.05)",True,True,True,True,True
prepare_gazepoint_multimodal_model_data,model_data.R,"biometrics, eye_tracking = NULL, group_columns = NULL, biometric_is_summarised = FALSE, by = NULL, all = FALSE","(biometrics, eye_tracking=None, group_columns=None, biometric_is_summarised=False, by=None, all=False)",True,True,True,True,True
prepare_gazepoint_neurokit_eda_input,external-interoperability.R,"data, eda_col = ""GSR_US"", time_col = NULL, group_cols = NULL, sampling_rate = NULL, output_dir = NULL, prefix = ""gazepoint_neurokit_eda""","(data, eda_col='GSR_US', time_col=None, group_cols=None, sampling_rate=None, output_dir=None, prefix='gazepoint_neurokit_eda')",True,True,True,True,True
prepare_gazepoint_pspm_dcm_input,pspm-dcm-bridge.R,"dat, eda_col = ""GSR_US"", time_col = ""CNT"", event_onset_col = NULL, event_duration_col = NULL, event_name_col = NULL, participant_col = NULL, session_col = NULL, sampling_rate = NULL, output_dir = NULL, prefix = ""gazepoint_pspm_dcm""","(dat, eda_col='GSR_US', time_col='CNT', event_onset_col=None, event_duration_col=None, event_name_col=None, participant_col=None, session_col=None, sampling_rate=None, output_dir=None, prefix='gazepoint_pspm_dcm')",True,True,True,True,False
prepare_gazepoint_pspm_input,external-eda-method-bridges.R,"data, eda_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate = NULL, time_unit = c(""auto"", ""ms"", ""seconds"", ""samples""), convert_resistance_to_us = FALSE, min_finite_prop = 0.50, output_dir = NULL, prefix = ""gazepoint_pspm""","(data, **kwargs)",True,True,True,True,True
prepare_gazepoint_pupillometryr_input,pupillometryr-input.R,"data, participant_col = NULL, trial_col = NULL, time_col = NULL, condition_col = NULL, pupil_left_col = NULL, pupil_right_col = NULL, pupil_col = NULL, time_unit = c( ""auto"", ""seconds"", ""milliseconds"", ""samples"" ), sampling_rate_hz = NULL, rezero_time = FALSE, invalid_pupil_values = NULL, validity_cols = NULL, valid_values = NULL, blink_cols = NULL, mask_invalid = FALSE, create_mean_pupil = TRUE, other_cols = NULL, sampling_tolerance = 0.05, irregular = c(""error"", ""allow""), create_object = FALSE","(data, participant_col=None, trial_col=None, time_col=None, condition_col=None, pupil_left_col=None, pupil_right_col=None, pupil_col=None, time_unit='auto', sampling_rate_hz=None, rezero_time=False, invalid_pupil_values=None, validity_cols=None, valid_values=None, blink_cols=None, mask_invalid=False, create_mean_pupil=True, other_cols=None, sampling_tolerance=0.05, irregular='error', create_object=False)",True,True,True,True,True
prepare_gazepoint_pyhrv_input,pyhrv-input.R,"data, ibi_col = NULL, group_cols = NULL, unit = c(""auto"", ""milliseconds"", ""seconds""), filter = c(""none"", ""plausible""), min_nni_ms = 300, max_nni_ms = 2000, collapse_repeated_intervals = FALSE, repeated_tolerance_ms = 1e-8, output_dir = NULL, prefix = ""gazepoint_pyhrv"", write_manifest = TRUE, overwrite = FALSE","(data, ibi_col=None, group_cols=None, unit='auto', filter='none', min_nni_ms=300, max_nni_ms=2000, collapse_repeated_intervals=False, repeated_tolerance_ms=1e-08, output_dir=None, prefix='gazepoint_pyhrv', write_manifest=True, overwrite=False)",True,True,True,True,False
prepare_gazepoint_pyppg_input,pyppg-hrp-support.R,"data, ppg_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate = NULL, time_unit = c(""auto"", ""ms"", ""seconds"", ""samples""), min_finite_prop = 0.50, output_dir = NULL, prefix = ""gazepoint_pyppg""","(data, ppg_col=None, time_col=None, group_cols=None, sampling_rate=None, time_unit='auto', min_finite_prop=0.5, output_dir=None, prefix='gazepoint_pyppg')",True,True,True,True,True
prepare_gazepoint_rhrv_input,compatibility-aliases.R,"data, ibi_col = ""IBI_clean_ms"", group_cols = NULL, unit = c(""auto"", ""ms"", ""seconds""), collapse_repeated_intervals = TRUE, repeated_tolerance_ms = 1e-8, min_ibi_ms = 300, max_ibi_ms = 2000, output_dir = NULL, prefix = ""gazepoint_rhrv""","(*args, **kwargs)",True,True,True,True,True
prepare_gazepoint_scr_hurdle_model_data,scr-hurdle-model-data.R,"scr_event_windows, response_col = ""response_flag"", amplitude_col = ""scr_amplitude"", latency_col = ""scr_latency"", rise_time_col = ""scr_rise_time"", recovery_time_col = ""scr_recovery_time"", predictor_cols = NULL, factor_cols = NULL, numeric_cols = NULL, group_cols = NULL, event_id_col = ""event_id"", amplitude_transform = c(""none"", ""log"", ""log1p""), amplitude_offset = 1e-6, drop_missing_predictors = TRUE","(scr_event_windows, response_col='response_flag', amplitude_col='scr_amplitude', latency_col='scr_latency', rise_time_col='scr_rise_time', recovery_time_col='scr_recovery_time', predictor_cols=None, factor_cols=None, numeric_cols=None, group_cols=None, event_id_col='event_id', amplitude_transform='none', amplitude_offset=1e-06, drop_missing_predictors=True)",True,True,True,True,True
prepare_gazepoint_timecourse_test_data,cluster-permutation.R,"data, outcome_col, time_col, condition_col, participant_col, condition_a = NULL, condition_b = NULL, time_bin_width = NULL, aggregation = c(""mean"", ""median""), require_complete = TRUE","(data, outcome_col, time_col, condition_col, participant_col, condition_a=None, condition_b=None, time_bin_width=None, aggregation='mean', require_complete=True)",True,True,True,True,True
preprocess_gazepoint_all,workflow-reporting-pipeline.R,"data, impute_missing = TRUE, clean_pupil = TRUE, filter_gaze = TRUE, max_gap = 10, screen_bounds = c(0, 1, 0, 1), max_velocity = Inf, verbose = TRUE","(data, impute_missing=True, clean_pupil=True, filter_gaze=True, max_gap=10, screen_bounds=(0, 1, 0, 1), max_velocity=inf, verbose=True)",True,True,True,True,False
preprocess_gazepoint_scr_pspm_style,pspm-style.R,"data, signal_col = NULL, time_col = NULL, sampling_rate_hz = NULL, range = c(0, 50), slope_limit_per_s = 10, clipping_tolerance = 1e-5, clipping_seconds = 0.5, min_valid_island_seconds = 1, artifact_epoch_seconds = 0.25, smoothing_seconds = 0.25","(data, signal_col=None, time_col=None, sampling_rate_hz=None, range=(0, 50), slope_limit_per_s=10, clipping_tolerance=1e-05, clipping_seconds=0.5, min_valid_island_seconds=1, artifact_epoch_seconds=0.25, smoothing_seconds=0.25)",True,True,True,True,False
process_gazepoint_ppg_heartpy_style,heartpy-extended.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, clean_rr = TRUE, clean_rr_method = c(""quotient"", ""iqr"", ""modified_z"", ""zscore"", ""none""), frequency_method = c(""welch"", ""fft"", ""periodogram""), output_dir = NULL, ...","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, clean_rr=True, clean_rr_method='quotient', frequency_method='welch', output_dir=None, **kwargs)",True,True,True,True,True
process_gazepoint_ppg_segmentwise,heartpy-extended.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, window_seconds = 60, overlap = 0.5, min_segment_seconds = 10, clean_rr = TRUE, clean_rr_method = c(""quotient"", ""iqr"", ""modified_z"", ""zscore"", ""none""), frequency_method = c(""welch"", ""fft"", ""periodogram""), ...","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, window_seconds=60, overlap=0.5, min_segment_seconds=10, clean_rr=True, clean_rr_method='quotient', frequency_method='welch', **kwargs)",True,True,True,True,False
profile_gazepoint_export_folder,export-folder-profile.R,"path, pattern = ""\\.csv$"", recursive = FALSE, max_files = Inf, max_rows = Inf, na.strings = c("""", ""NA"", ""NaN"")","(path, pattern='\\.csv$', recursive=False, max_files=inf, max_rows=inf, na_strings=('', 'NA', 'NaN'))",True,True,True,True,True
recommend_gazepoint_biometric_exclusions,exclusions.R,"data, group_columns = NULL, data_is_window_summary = FALSE, participant_column = NULL, gsr_min_usable_pct = 50, hr_min_usable_pct = 50, dial_min_usable_pct = 50, require_gsr = TRUE, require_hr = TRUE, require_dial = FALSE","(data, group_columns=None, data_is_window_summary=False, participant_column=None, gsr_min_usable_pct=50, hr_min_usable_pct=50, dial_min_usable_pct=50, require_gsr=True, require_hr=True, require_dial=False)",True,True,True,True,True
reconstruct_gazepoint_ppg_clipping,heartpy-bridge.R,"x, near_max_prop = 0.02, flat_diff_prop = 0.001, min_run = 2L","(x, near_max_prop=0.02, flat_diff_prop=0.001, min_run=2)",True,True,True,True,False
regress_gazepoint_pupil_luminance,environment-confounds-and-ipfm.R,"dat, pupil_col, luminance_col, group_cols = NULL, time_col = NULL, output_col = ""pupil_luminance_adjusted"", fitted_col = ""pupil_luminance_fitted"", include_quadratic = TRUE, model_by_group = TRUE, add_intercept_mean = TRUE","(dat, pupil_col, luminance_col, group_cols=None, time_col=None, output_col='pupil_luminance_adjusted', fitted_col='pupil_luminance_fitted', include_quadratic=True, model_by_group=True, add_intercept_mean=True)",True,True,True,True,False
reject_gazepoint_ppg_peaks,heartpy-bridge.R,"peaks, group_col = ""group"", rr_tolerance = 0.30, min_rr_ms = 300","(peaks, group_col='group', rr_tolerance=0.3, min_rr_ms=300)",True,True,True,True,False
remove_gazepoint_ppg_baseline_wander,heartpy-extended.R,"x, sampling_rate_hz, method = c(""median"", ""mean""), window_seconds = 2","(x, sampling_rate_hz, method='median', window_seconds=2)",True,True,True,True,True
report_gazepoint_cluster_permutation,cluster-permutation-diagnostics.R,"result, cluster_alpha = 0.05, digits = 3L, include_assumptions = TRUE","(result, cluster_alpha=0.05, digits=3, include_assumptions=True)",True,True,True,True,True
report_gazepoint_data_quality,workflow-reporting-pipeline.R,"data, output_dir = tempfile(""gazepoint_quality_report_""), report_name = ""gazepoint_data_quality"", formats = c(""html"", ""csv""), max_plot_columns = 6, open = FALSE","(data, output_dir=None, report_name='gazepoint_data_quality', formats=('html', 'csv'), max_plot_columns=6, open=False)",True,True,True,True,False
respiration_from_ppg,roadmap-compatibility-aliases.R,"data, ...","(data, **kwargs)",True,True,True,True,False
run_gazepoint_automated_statistics,automated-statistics.R,"dat, outcome_cols, group_col, alpha = 0.05, p_adjust_method = ""holm"", normality_alpha = 0.05, min_group_n = 3","(dat, outcome_cols, group_col, alpha=0.05, p_adjust_method='holm', normality_alpha=0.05, min_group_n=3)",True,True,True,True,False
run_gazepoint_biometrics_real_data_readiness,report-bundle-readiness.R,"data = NULL, workflow_result = NULL, min_rows = 100, min_active_signal_count = 1, max_missing_prop = 0.50, required_signal_cols = NULL, require_gsr_us_preferred = TRUE, require_ibi_for_hrv = FALSE, time_col = NULL, ttl_cols = NULL","(data=None, workflow_result=None, min_rows=100, min_active_signal_count=1, max_missing_prop=0.5, required_signal_cols=None, require_gsr_us_preferred=True, require_ibi_for_hrv=False, time_col=None, ttl_cols=None)",True,True,True,True,True
run_gazepoint_biometrics_workflow,workflow.R,"path, group_columns = NULL, recursive = FALSE, include_fixations = FALSE, include_all_gaze = TRUE, include_other_csv = FALSE, require_active_signal = TRUE, create_exclusion_recommendations = TRUE, gsr_min_usable_pct = 50, hr_min_usable_pct = 50, dial_min_usable_pct = 50, extract_ttl_events = TRUE, ttl_event_mode = c(""changes"", ""nonzero""), audit_sampling = TRUE, sampling_group_columns = NULL, sampling_time_column = NULL, sampling_time_unit = c( ""samples"", ""seconds"", ""milliseconds"", ""microseconds"" ), expected_sampling_rate_hz = 60","(path, group_columns=None, recursive=False, include_fixations=False, include_all_gaze=True, include_other_csv=False, require_active_signal=True, create_exclusion_recommendations=True, gsr_min_usable_pct=50, hr_min_usable_pct=50, dial_min_usable_pct=50, extract_ttl_events=True, ttl_event_mode='changes', audit_sampling=True, sampling_group_columns=None, sampling_time_column=None, sampling_time_unit='samples', expected_sampling_rate_hz=60)",True,True,True,True,True
run_gazepoint_biosppy_eda,biosppy-style.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, smoothing_seconds = 4","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, smoothing_seconds=4)",True,True,True,True,True
run_gazepoint_biosppy_ppg,biosppy-style.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None)",True,True,True,True,True
run_gazepoint_cluster_permutation,cluster-permutation.R,"data, outcome_col = ""value"", time_col = ""time"", condition_col = ""condition"", participant_col = ""participant"", design = ""within"", condition_a = NULL, condition_b = NULL, n_permutations = 1000, cluster_forming_alpha = 0.05, cluster_alpha = 0.05, tail = c(""two.sided"", ""positive"", ""negative""), seed = NULL, time_bin_width = NULL, aggregation = c(""mean"", ""median"")","(data, outcome_col='value', time_col='time', condition_col='condition', participant_col='participant', design='within', condition_a=None, condition_b=None, n_permutations=1000, cluster_forming_alpha=0.05, cluster_alpha=0.05, tail='two.sided', seed=None, time_bin_width=None, aggregation='mean')",True,True,True,True,True
run_gazepoint_cluster_permutation_anova,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,False
run_gazepoint_cluster_permutation_covariate_adjusted,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,False
run_gazepoint_cluster_permutation_lmer,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,False
run_gazepoint_cluster_permutation_parallel,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,False
run_gazepoint_cluster_threshold_sensitivity,cluster-permutation-diagnostics.R,"data, dv, time, condition, subject, thresholds = c(0.01, 0.025, 0.05, 0.10), cluster_alpha = 0.05, seed = NULL, ...","(data, dv, time, condition, subject, thresholds=(0.01, 0.025, 0.05, 0.1), cluster_alpha=0.05, seed=None, **kwargs)",True,True,True,True,True
run_gazepoint_eda_analysis_pipeline,eda-analysis-pipeline-runner.R,"data = NULL, path = NULL, eda_col = NULL, time_col = NULL, group_cols = NULL, signal_cols = NULL, sampling_rate = NULL, baseline_window = NULL, event_windows = NULL, event_data = NULL, lag_signal_pair = NULL, convert_resistance_to_us = FALSE, prepare_external_bridges = TRUE, bridge_methods = c(""neurokit"", ""cvxeda"", ""ledalab"", ""pspm""), prepare_model_data = TRUE, create_reports = TRUE, output_dir = NULL, prefix = ""gazepoint_eda_pipeline"", continue_on_error = TRUE","(data=None, path=None, eda_col=None, time_col=None, group_cols=None, signal_cols=None, sampling_rate=None, baseline_window=None, event_windows=None, event_data=None, lag_signal_pair=None, convert_resistance_to_us=False, prepare_external_bridges=True, bridge_methods=('neurokit', 'cvxeda', 'ledalab', 'pspm'), prepare_model_data=True, create_reports=True, output_dir=None, prefix='gazepoint_eda_pipeline', continue_on_error=True)",True,True,True,True,False
run_gazepoint_heartpy_crosscheck,heartpy-bridge.R,"data, signal_col = NULL, time_col = NULL, group_cols = NULL, sampling_rate_hz = NULL, ...","(data, signal_col=None, time_col=None, group_cols=None, sampling_rate_hz=None, **kwargs)",True,True,False,True,True
run_gazepoint_multidimensional_cluster_permutation,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,False
run_gazepoint_neurokit_eda_crosscheck,external-interoperability.R,"data, eda_col = ""GSR_US"", time_col = NULL, group_cols = NULL, sampling_rate = NULL, execute = FALSE, python = ""python"", output_dir = tempdir(), prefix = ""gazepoint_neurokit_crosscheck"", keep_files = FALSE","(data, eda_col='GSR_US', time_col=None, group_cols=None, sampling_rate=None, execute=False, python='python', output_dir=None, prefix='gazepoint_neurokit_crosscheck', keep_files=False)",True,True,True,True,True
run_gazepoint_online_design_optimization,online-design-optimization.R,"candidate_table, condition_col = ""condition"", utility_col = ""expected_utility"", block_col = NULL, cost_col = NULL, previous_assignments = NULL, exploration_weight = 0.10, balance_weight = 0.10, maximise = TRUE","(candidate_table, condition_col='condition', utility_col='expected_utility', block_col=None, cost_col=None, previous_assignments=None, exploration_weight=0.1, balance_weight=0.1, maximise=True)",True,True,True,True,False
run_gazepoint_pyhrv_style,pyhrv-style.R,"nni_ms = NULL, peaks = NULL, peak_time_col = ""peak_time_s"", time_unit = c(""seconds"", ""milliseconds""), frequency_method = c(""welch"", ""lomb"", ""ar"")","(nni_ms=None, peaks=None, peak_time_col='peak_time_s', time_unit='seconds', frequency_method='welch')",True,True,True,True,True
run_gazepoint_real_data_smoke,real-data-smoke-harness.R,"data_dir = Sys.getenv( ""GPBIOMETRICS_SMOKE_DIR"", unset = """" ), output_dir = NULL, dataset_mode = c( ""subdirectories"", ""root"" ), pattern = ""\\.csv$"", recursive = TRUE, workflow_args = list(), diagnostic_args = list(), workflow_runner = NULL, summary_runner = NULL, diagnostic_runner = NULL, stop_on_error = FALSE, write_results = FALSE, overwrite = FALSE, protect_repository = TRUE","(data_dir='', output_dir=None, dataset_mode='subdirectories', pattern='\\.csv$', recursive=True, workflow_args=None, diagnostic_args=None, workflow_runner=None, summary_runner=None, diagnostic_runner=None, stop_on_error=False, write_results=False, overwrite=False, protect_repository=True)",True,True,True,True,True
run_gazepoint_scr_multiverse,scr-multiverse.R,"dat, signal_col = ""GSR_US"", time_col = ""time"", trial_cols = NULL, condition_col = NULL, participant_col = NULL, event_time_col = NULL, latency_windows = list(c(1, 3), c(1, 4), c(1, 5)), thresholds = c(0.01, 0.05), baseline_methods = c(""median"", ""mean""), baseline_window = c(-1, 0), response_metrics = c(""max_minus_baseline""), model_function = NULL","(dat, signal_col='GSR_US', time_col='time', trial_cols=None, condition_col=None, participant_col=None, event_time_col=None, latency_windows=((1, 3), (1, 4), (1, 5)), thresholds=(0.01, 0.05), baseline_methods=('median', 'mean'), baseline_window=(-1, 0), response_metrics=('max_minus_baseline',), model_function=None)",True,True,True,True,True
run_gazepoint_scr_threshold_sensitivity,scr-threshold-sensitivity.R,"data, phasic_col = NULL, signal_col = NULL, time_col = NULL, group_cols = NULL, amplitude_min_values = c(0.005, 0.01, 0.02, 0.03), min_peak_distance_values = c(1, 5, 10, 20, 30), recovery_fraction = 0.5, smooth_width = 1, events = NULL, event_time_col = NULL, event_id_col = NULL, event_label_col = NULL, ttl_cols = NULL, ttl_valid_col = NULL, event_detection = c(""rising"", ""active""), analysis_window = c(0, 6), response_window = c(1, 4), peak_selection = c(""largest_amplitude"", ""first_peak""), collapse_simultaneous_events = FALSE, include_event_windows = TRUE, keep_objects = FALSE","(data, phasic_col=None, signal_col=None, time_col=None, group_cols=None, amplitude_min_values=(0.005, 0.01, 0.02, 0.03), min_peak_distance_values=(1, 5, 10, 20, 30), recovery_fraction=0.5, smooth_width=1, events=None, event_time_col=None, event_id_col=None, event_label_col=None, ttl_cols=None, ttl_valid_col=None, event_detection='rising', analysis_window=(0, 6), response_window=(1, 4), peak_selection='largest_amplitude', collapse_simultaneous_events=False, include_event_windows=True, keep_objects=False)",True,True,True,True,True
run_gazepoint_tfce,cluster-permutation-advanced-guardrails.R,...,"(*args, **kwargs)",True,True,True,True,True
run_gpbiometrics_shiny,shiny-and-preregistration.R,,(),True,True,True,True,False
run_gpbiometrics_shiny_annotator,shiny-annotator.R,,(),True,True,True,True,False
scale_gazepoint_ppg_sections,heartpy-extended.R,"data, signal_col = NULL, section_cols = NULL, method = c(""zscore"", ""minmax"", ""robust"", ""center"", ""none""), output_col = ""ppg_scaled"", range = c(0, 1)","(data, signal_col=None, section_cols=None, method='zscore', output_col='ppg_scaled', range=(0, 1))",True,True,False,True,False
scale_gazepoint_ppg_signal,heartpy-extended.R,"x, method = c(""zscore"", ""minmax"", ""robust"", ""center"", ""none""), range = c(0, 1)","(x, method='zscore', range=(0, 1))",True,True,True,True,False
